"","DO.Disease.ID","DO.Disease.Name","OMIM.IDs","Mouse.MGI.ID"
"78","DOID:0110017","age related macular degeneration 4","OMIM:610698","MGI:88385"
"79","DOID:1474","aggressive periodontitis","OMIM:170650|OMIM:608526","MGI:1926321"
"80","DOID:0060341","agnathia-otocephaly complex","OMIM:202650","MGI:1336209"
"81","DOID:0060341","agnathia-otocephaly complex","OMIM:202650","MGI:1347465"
"82","DOID:0050629","Aicardi-Goutieres syndrome","OMIM:225750|OMIM:610181|OMIM:610329|OMIM:610333|OMIM:612952|OMIM:615010|OMIM:615846","MGI:1328317"
"83","DOID:0050629","Aicardi-Goutieres syndrome","OMIM:225750|OMIM:610181|OMIM:610329|OMIM:610333|OMIM:612952|OMIM:615010|OMIM:615846","MGI:1889575"
"84","DOID:0112321","alacrima, achalasia, and impaired intellectual development syndrome","OMIM:615510","MGI:1916330"
"85","DOID:9245","Alagille syndrome","OMIM:118450|OMIM:610205","MGI:1095416"
"86","DOID:0050741","alcohol dependence","OMIM:103780","MGI:1927073"
"87","DOID:4252","Alexander disease","OMIM:203450","MGI:3581786"
"88","DOID:4252","Alexander disease","OMIM:203450","MGI:95697"
"89","DOID:4252","Alexander disease","OMIM:203450","MGI:3809242"
"90","DOID:4252","Alexander disease","OMIM:203450","MGI:3581778"
"91","DOID:9270","alkaptonuria","OMIM:203500","MGI:96078"
"92","DOID:0050631","Allan-Herndon-Dudley syndrome","OMIM:300523","MGI:1203732"
"93","DOID:986","alopecia areata","OMIM:104000|OMIM:610753","MGI:2385321"
"94","DOID:0050634","alopecia universalis","OMIM:203655","MGI:96223"
"95","DOID:13372","alpha 1-antitrypsin deficiency","OMIM:613490","MGI:98376"
"96","DOID:13372","alpha 1-antitrypsin deficiency","OMIM:613490","MGI:3847800"
"97","DOID:0060601","alpha-2-plasmin inhibitor deficiency","OMIM:262850","MGI:107173"
"98","DOID:3413","alpha-mannosidosis","OMIM:248500","MGI:107286"
"99","DOID:0060602","alpha-methylacyl-CoA racemase deficiency","OMIM:614307","MGI:1098273"
"100","DOID:1099","alpha thalassemia","OMIM:604131","MGI:96014"
"101","DOID:0110030","alpha thalassemia-X-linked intellectual disability syndrome","OMIM:301040","MGI:103067"
"102","DOID:0050473","Alstrom syndrome","OMIM:203800","MGI:1934606"
"103","DOID:0050635","alternating hemiplegia of childhood","OMIM:104290|OMIM:614820","MGI:88107"
"104","DOID:0110042","Alzheimers disease 3","OMIM:607822","MGI:3693363"
"105","DOID:0110042","Alzheimers disease 3","OMIM:607822","MGI:3693207"
"106","DOID:0110042","Alzheimers disease 3","OMIM:607822","MGI:1202717"
"107","DOID:0110042","Alzheimers disease 3","OMIM:607822","MGI:3618598"
"108","DOID:0110042","Alzheimers disease 3","OMIM:607822","MGI:3525178"
"109","DOID:0110040","Alzheimers disease 4","OMIM:606889","MGI:2448606"
"110","DOID:0111060","Ambras type hypertrichosis universalis congenita","OMIM:145701","MGI:96678"
"111","DOID:0110060","amelogenesis imperfecta hypomaturation type 2A2","OMIM:612529","MGI:1353466"
"112","DOID:0110061","amelogenesis imperfecta hypomaturation type 2A3","OMIM:613211","MGI:3583957"
"113","DOID:0110052","amelogenesis imperfecta type 1B","OMIM:104500","MGI:1333772"
"114","DOID:0110058","amelogenesis imperfecta type 1E","OMIM:301200","MGI:88005"
"115","DOID:0110058","amelogenesis imperfecta type 1E","OMIM:301200","MGI:3716187"
"116","DOID:0111722","amelogenesis imperfecta type 3C","OMIM:618386","MGI:2443373"
"117","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:4849841"
"118","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5621056"
"119","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:4452507"
"120","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388294"
"121","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3793783"
"122","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2183652"
"123","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5449891"
"124","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5630055"
"125","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:1298397"
"126","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388309"
"127","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2178798"
"128","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388308"
"129","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388295"
"130","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388297"
"131","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2388296"
"132","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5621171"
"133","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2183553"
"134","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3785089"
"135","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5449419"
"136","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:98351"
"137","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:98352"
"138","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5499105"
"139","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:4440538"
"140","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5699309"
"141","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5699311"
"142","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5308397"
"143","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5621060"
"144","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5286584"
"145","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5448545"
"146","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3629225"
"147","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5297586"
"148","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:5575974"
"149","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:103178"
"150","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3573957"
"151","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3573959"
"152","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:3573960"
"153","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:4843142"
"154","DOID:0060193","amyotrophic lateral sclerosis type 1","OMIM:105400","MGI:2183653"
"155","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5000262"
"156","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5922012"
"157","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5559587"
"158","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5476818"
"159","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5476817"
"160","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5476814"
"161","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5463118"
"162","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:2387629"
"163","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5310798"
"164","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5002478"
"165","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:5000263"
"166","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:4839652"
"167","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:4839651"
"168","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:4438487"
"169","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:4438486"
"170","DOID:0060201","amyotrophic lateral sclerosis type 10","OMIM:612069","MGI:4358721"
"171","DOID:0060206","amyotrophic lateral sclerosis type 15","OMIM:300857","MGI:5829049"
"172","DOID:0060206","amyotrophic lateral sclerosis type 15","OMIM:300857","MGI:5896607"
"173","DOID:0060212","amyotrophic lateral sclerosis type 21","OMIM:606070","MGI:1298379"
"174","DOID:0080225","amyotrophic lateral sclerosis type 23","OMIM:617839","MGI:108481"
"175","DOID:0060196","amyotrophic lateral sclerosis type 4","OMIM:602433","MGI:2443480"
"176","DOID:0060196","amyotrophic lateral sclerosis type 4","OMIM:602433","MGI:6881753"
"177","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:5644689"
"178","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:5644688"
"179","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:1353633"
"180","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:5577177"
"181","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:5618416"
"182","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:5445409"
"183","DOID:0060198","amyotrophic lateral sclerosis type 6","OMIM:608030","MGI:6476960"
"184","DOID:0050752","amyotrophic lateral sclerosis type 8","OMIM:608627","MGI:5544192"
"185","DOID:0050801","androgenic alopecia","OMIM:109200|OMIM:300710|OMIM:612421","MGI:4818966"
"186","DOID:4674","androgen insensitivity syndrome","OMIM:300068","MGI:88064"
"187","DOID:4674","androgen insensitivity syndrome","OMIM:300068","MGI:95543"
"188","DOID:0060668","anencephaly","OMIM:206500","MGI:1923799"
"189","DOID:0060668","anencephaly","OMIM:206500","MGI:107444"
"190","DOID:0060668","anencephaly","OMIM:206500","MGI:109360"
"191","DOID:1932","Angelman syndrome","OMIM:105830","MGI:105098"
"192","DOID:1932","Angelman syndrome","OMIM:105830","MGI:4830894"
"193","DOID:1932","Angelman syndrome","OMIM:105830","MGI:98347"
"194","DOID:0090119","ankyloblepharon-ectodermal defects-cleft lip/palate syndrome","OMIM:106260","MGI:1330810"
"195","DOID:0060604","ankyloglossia","OMIM:106280","MGI:1341817"
"196","DOID:0111700","ankyrin-B-related cardiac arrhythmia","OMIM:600919","MGI:88025"
"197","DOID:0060850","annular pancreas","OMIM:167750","MGI:95683"
"198","DOID:0060850","annular pancreas","OMIM:167750","MGI:96533"
"199","DOID:3755","antithrombin III deficiency","OMIM:613118","MGI:88095"
"200","DOID:2030","anxiety disorder","OMIM:607834","MGI:96273"
"201","DOID:12449","aplastic anemia","OMIM:609135","MGI:107656"
"202","DOID:12449","aplastic anemia","OMIM:609135","MGI:1197013"
"203","DOID:14755","argininosuccinic aciduria","OMIM:207900","MGI:88084"
"204","DOID:0090122","aromatase excess syndrome","OMIM:139300","MGI:88587"
"205","DOID:0090122","aromatase excess syndrome","OMIM:139300","MGI:2450860"
"206","DOID:0090123","aromatic L-amino acid decarboxylase deficiency","OMIM:608643","MGI:94876"
"207","DOID:0110081","arrhythmogenic right ventricular dysplasia 10","OMIM:610193","MGI:1196466"
"208","DOID:0110083","arrhythmogenic right ventricular dysplasia 12","OMIM:611528","MGI:5660495"
"209","DOID:0110083","arrhythmogenic right ventricular dysplasia 12","OMIM:611528","MGI:96650"
"210","DOID:0110083","arrhythmogenic right ventricular dysplasia 12","OMIM:611528","MGI:6501729"
"211","DOID:0110074","arrhythmogenic right ventricular dysplasia 5","OMIM:604400","MGI:105381"
"212","DOID:0110076","arrhythmogenic right ventricular dysplasia 8","OMIM:607450","MGI:109611"
"213","DOID:0110077","arrhythmogenic right ventricular dysplasia 9","OMIM:609040","MGI:6188928"
"214","DOID:0110077","arrhythmogenic right ventricular dysplasia 9","OMIM:609040","MGI:6188927"
"215","DOID:0050644","arterial calcification of infancy","OMIM:208000|OMIM:614473","MGI:97370"
"216","DOID:0050645","arterial tortuosity syndrome","OMIM:208050","MGI:1918961"
"217","DOID:0060688","arteriovenous malformations of the brain","OMIM:108010","MGI:107471"
"218","DOID:0060688","arteriovenous malformations of the brain","OMIM:108010","MGI:95392"
"219","DOID:0060688","arteriovenous malformations of the brain","OMIM:108010","MGI:96680"
"220","DOID:0060688","arteriovenous malformations of the brain","OMIM:108010","MGI:1338946"
"221","DOID:0060688","arteriovenous malformations of the brain","OMIM:108010","MGI:4431196"
"222","DOID:0050461","aspartylglucosaminuria","OMIM:208400","MGI:104873"
"223","DOID:0110085","asphyxiating thoracic dystrophy 1","OMIM:208500","MGI:2146906"
"224","DOID:0110086","asphyxiating thoracic dystrophy 2","OMIM:611263","MGI:1915509"
"225","DOID:0110087","asphyxiating thoracic dystrophy 3","OMIM:613091","MGI:1915509"
"226","DOID:0110087","asphyxiating thoracic dystrophy 3","OMIM:613091","MGI:107736"
"227","DOID:2841","asthma","OMIM:600807","MGI:96615"
"228","DOID:2841","asthma","OMIM:600807","MGI:102672"
"229","DOID:2841","asthma","OMIM:600807","MGI:5444500"
"230","DOID:2841","asthma","OMIM:600807","MGI:1888984"
"231","DOID:2841","asthma","OMIM:600807","MGI:105367"
"232","DOID:12704","ataxia telangiectasia","OMIM:208900","MGI:107202"
"233","DOID:0050682","Athabaskan brainstem dysgenesis syndrome","OMIM:601536","MGI:96170"
"234","DOID:3310","atopic dermatitis","OMIM:603165","MGI:2181407"
"235","DOID:3310","atopic dermatitis","OMIM:603165","MGI:3845900"
"236","DOID:3310","atopic dermatitis","OMIM:603165","MGI:5317860"
"237","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1855696"
"238","DOID:3310","atopic dermatitis","OMIM:603165","MGI:107361"
"239","DOID:3310","atopic dermatitis","OMIM:603165","MGI:104741"
"240","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1931595"
"241","DOID:3310","atopic dermatitis","OMIM:603165","MGI:96556"
"242","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1891009"
"243","DOID:3310","atopic dermatitis","OMIM:603165","MGI:2143599"
"244","DOID:3310","atopic dermatitis","OMIM:603165","MGI:96541"
"245","DOID:3310","atopic dermatitis","OMIM:603165","MGI:6330733"
"246","DOID:3310","atopic dermatitis","OMIM:603165","MGI:107936"
"247","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1920428"
"248","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1919163"
"249","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1926370"
"250","DOID:3310","atopic dermatitis","OMIM:603165","MGI:5564934"
"251","DOID:3310","atopic dermatitis","OMIM:603165","MGI:5563690"
"252","DOID:3310","atopic dermatitis","OMIM:603165","MGI:5563664"
"253","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1261423"
"254","DOID:3310","atopic dermatitis","OMIM:603165","MGI:103289"
"255","DOID:3310","atopic dermatitis","OMIM:603165","MGI:3850184"
"256","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1096335"
"257","DOID:3310","atopic dermatitis","OMIM:603165","MGI:1913331"
"258","DOID:3310","atopic dermatitis","OMIM:603165","MGI:3621155"
"259","DOID:0110098","atopic dermatitis 2","OMIM:605803","MGI:95553"
"260","DOID:0050649","atransferrinemia","OMIM:209300","MGI:98821"
"261","DOID:0110106","atrial heart septal defect 1","OMIM:108800","MGI:88613"
"262","DOID:0110106","atrial heart septal defect 1","OMIM:108800","MGI:97380"
"263","DOID:0110106","atrial heart septal defect 1","OMIM:108800","MGI:3522243"
"264","DOID:0110106","atrial heart septal defect 1","OMIM:108800","MGI:4821838"
"265","DOID:0110107","atrial heart septal defect 2","OMIM:607941","MGI:95664"
"266","DOID:0110112","atrial heart septal defect 7","OMIM:108900","MGI:97350"
"267","DOID:0060689","atrichia with papular lesions","OMIM:209500","MGI:97402"
"268","DOID:0060689","atrichia with papular lesions","OMIM:209500","MGI:96223"
"269","DOID:0060689","atrichia with papular lesions","OMIM:209500","MGI:1930205"
"270","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:3584243"
"271","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:88180"
"272","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:88613"
"273","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:3522243"
"274","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:2671284"
"275","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:2682064"
"276","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:1100864"
"277","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:4821841"
"278","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:1921272"
"279","DOID:0050651","atrioventricular septal defect","OMIM:606215|OMIM:614430|OMIM:614474","MGI:2449205"
"280","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:8215111"
"281","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:1928478"
"282","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:2685233"
"283","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:1927140"
"284","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:4452244"
"285","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:98331"
"286","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:98475"
"287","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:1098283"
"288","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:5529514"
"289","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:2179277"
"290","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:2441950"
"291","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:98743"
"292","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:94862"
"293","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:6259172"
"294","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:101764"
"295","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:109126"
"296","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:87891"
"297","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:1270841"
"298","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:88424"
"299","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:88355"
"300","DOID:1094","attention deficit hyperactivity disorder","OMIM:143465|OMIM:608903|OMIM:608904|OMIM:608905|OMIM:608906|OMIM:612311|OMIM:612312","MGI:1355272"
"301","DOID:12849","autistic disorder","OMIM:209850","MGI:88025"
"302","DOID:417","autoimmune disease","OMIM:109100","MGI:5661470"
"303","DOID:417","autoimmune disease","OMIM:109100","MGI:1920455"
"304","DOID:417","autoimmune disease","OMIM:109100","MGI:1196990"
