"parameter_id","category"
"IMPC_ALZ_056_001","Other"
"IMPC_ALZ_057_001","Other"
"IMPC_ALZ_058_001","Other"
"IMPC_ALZ_059_001","Other"
"IMPC_ALZ_060_001","Other"
"IMPC_ALZ_061_001","Other"
"IMPC_ALZ_062_001","Other"
"IMPC_ALZ_063_001","Other"
"IMPC_ALZ_064_001","Other"
"IMPC_ALZ_065_001","Other"
"IMPC_ALZ_066_001","Other"
"IMPC_ALZ_067_001","Other"
"IMPC_ALZ_068_001","Other"
"IMPC_ALZ_069_001","Other"
"IMPC_ALZ_070_001","Other"
"IMPC_ALZ_071_001","Other"
"IMPC_ALZ_072_001","Other"
"IMPC_ALZ_073_001","Other"
"IMPC_ALZ_074_001","Other"
"IMPC_ALZ_075_001","Other"
"IMPC_ALZ_076_001","Other"
"IMPC_ALZ_077_001","Other"
"IMPC_ALZ_078_001","Other"
"IMPC_ALZ_079_001","Other"
"IMPC_ALZ_080_001","Other"
"IMPC_ALZ_081_001","Other"
"IMPC_ALZ_082_001","Other"
"IMPC_ALZ_083_001","Other"
"IMPC_ALZ_084_001","Other"
"IMPC_ALZ_085_001","Other"
"IMPC_ALZ_086_001","Other"
"IMPC_ALZ_087_001","Other"
"IMPC_ALZ_088_001","Other"
"IMPC_ALZ_089_001","Other"
"IMPC_ALZ_090_001","Other"
"IMPC_ALZ_091_001","Other"
"IMPC_ALZ_092_001","Other"
"IMPC_ALZ_093_001","Other"
"IMPC_ALZ_094_001","Other"
"IMPC_ALZ_095_001","Other"
"IMPC_ALZ_096_001","Other"
"IMPC_ALZ_097_001","Other"
"IMPC_ALZ_098_001","Other"
"IMPC_ALZ_099_001","Other"
"IMPC_ALZ_100_001","Other"
"IMPC_ALZ_101_001","Other"
"IMPC_ALZ_102_001","Other"
"IMPC_ALZ_103_001","Other"
"IMPC_ALZ_104_001","Other"
"IMPC_ALZ_105_001","Other"
"IMPC_GEO_001_001","Other"
"IMPC_GEO_002_001","Other"
"IMPC_GEO_003_001","Other"
"IMPC_GEO_004_001","Other"
"IMPC_GEO_005_001","Other"
"IMPC_GEO_006_001","Other"
"IMPC_GEO_008_001","Other"
"IMPC_GEO_011_001","Other"
"IMPC_GEO_012_001","Other"
"IMPC_GEO_013_001","Other"
"IMPC_GEO_014_001","Other"
"IMPC_GEO_015_001","Other"
"IMPC_GEO_016_001","Other"
"IMPC_GEO_019_001","Other"
"IMPC_GEO_020_001","Other"
"IMPC_GEO_021_001","Other"
"IMPC_GEO_022_001","Other"
"IMPC_GEO_023_001","Other"
"IMPC_GEO_024_001","Other"
"IMPC_GEO_027_001","Other"
"IMPC_GEO_028_001","Other"
"IMPC_GEO_029_001","Other"
"IMPC_GEO_030_001","Other"
"IMPC_GEO_031_001","Other"
"IMPC_GEO_032_001","Other"
"IMPC_GEO_033_001","Other"
"IMPC_GEO_035_001","Other"
"IMPC_GEO_036_001","Other"
"IMPC_GEO_037_001","Other"
"IMPC_GEO_039_001","Other"
"IMPC_GEO_040_001","Other"
"IMPC_GEO_044_001","Other"
"IMPC_GEO_045_001","Other"
"IMPC_GEO_046_001","Other"
"IMPC_GEO_049_001","Other"
"IMPC_GEO_050_001","Other"
"IMPC_GEO_051_001","Other"
"IMPC_GEO_052_001","Other"
"IMPC_GEO_053_001","Other"
"IMPC_GEO_054_001","Other"
"IMPC_GEO_055_001","Other"
"IMPC_GEO_056_001","Other"
"IMPC_GEO_057_001","Other"
"IMPC_GEO_058_001","Other"
"IMPC_GEO_059_001","Other"
"IMPC_GEO_060_001","Other"
"IMPC_GEO_007_002","Other"
"IMPC_GEO_009_002","Other"
"IMPC_GEO_010_002","Other"
"IMPC_GEO_017_002","Other"
"IMPC_GEO_018_002","Other"
"IMPC_GEO_025_002","Other"
"IMPC_GEO_026_002","Other"
"IMPC_GEO_034_002","Other"
"IMPC_GEO_038_002","Other"
"IMPC_GEO_041_002","Other"
"IMPC_GEO_042_002","Other"
"IMPC_GEO_043_002","Other"
"IMPC_GEO_047_002","Other"
"IMPC_GEO_048_002","Other"
"IMPC_GEO_061_001","Other"
"IMPC_EVP_001_001","Other"
"IMPC_EVP_002_001","Other"
"IMPC_EVP_003_001","Other"
"IMPC_EVP_004_001","Other"
"IMPC_EVP_005_001","Other"
"IMPC_EVP_006_001","Other"
"IMPC_EVP_007_001","Other"
"IMPC_EVP_008_001","Other"
"IMPC_EVP_009_001","Other"
"IMPC_EVP_010_001","Other"
"IMPC_EVP_011_001","Other"
"IMPC_EVP_012_001","Other"
"IMPC_EVP_013_001","Other"
"IMPC_EVP_014_001","Other"
"IMPC_EVP_015_001","Other"
"IMPC_EVP_016_001","Other"
"IMPC_EVP_017_001","Other"
"IMPC_EVP_018_001","Other"
"IMPC_EVP_019_001","Other"
"IMPC_EVP_020_001","Other"
"IMPC_EVP_021_001","Other"
"IMPC_EVP_022_001","Other"
"IMPC_EVP_023_001","Other"
"IMPC_EVP_024_001","Other"
"IMPC_EVP_025_001","Other"
"IMPC_EVP_026_001","Other"
"IMPC_EVP_027_001","Other"
"IMPC_HOU_003_002","Other"
"IMPC_HOU_004_002","Other"
"IMPC_HOU_005_002","Other"
"IMPC_HOU_009_001","Other"
"IMPC_HOU_068_001","Other"
"IMPC_HOU_012_001","Other"
"IMPC_HOU_069_001","Other"
"IMPC_HOU_015_001","Other"
"IMPC_HOU_070_001","Other"
"IMPC_HOU_019_001","Other"
"IMPC_HOU_071_001","Other"
"IMPC_HOU_023_001","Other"
"IMPC_HOU_072_001","Other"
"IMPC_HOU_027_001","Other"
"IMPC_HOU_028_001","Other"
"IMPC_HOU_073_001","Other"
"IMPC_HOU_074_001","Other"
"IMPC_HOU_075_001","Other"
"IMPC_HOU_076_001","Other"
"IMPC_HOU_077_001","Other"
"IMPC_HOU_078_001","Other"
"IMPC_HOU_079_001","Other"
"IMPC_HOU_080_001","Other"
"IMPC_HOU_035_002","Other"
"IMPC_HOU_036_001","Other"
"IMPC_HOU_037_002","Other"
"IMPC_HOU_038_001","Other"
"IMPC_HOU_039_002","Other"
"IMPC_HOU_081_001","Other"
"IMPC_HOU_082_001","Other"
"IMPC_HOU_083_001","Other"
"IMPC_HOU_041_001","Other"
"IMPC_HOU_043_002","Other"
"IMPC_HOU_044_002","Other"
"IMPC_HOU_045_002","Other"
"IMPC_HOU_050_001","Other"
"IMPC_HOU_051_002","Other"
"IMPC_HOU_053_002","Other"
"IMPC_HOU_054_001","Other"
"IMPC_HOU_055_001","Other"
"IMPC_HOU_056_001","Other"
"IMPC_HOU_084_001","Other"
"IMPC_HOU_085_001","Other"
"IMPC_HOU_052_001","Other"
"IMPC_HOU_086_001","Other"
"IMPC_GEP_001_001","Other"
"IMPC_GEP_002_001","Other"
"IMPC_GEP_003_001","Other"
"IMPC_GEP_006_001","Other"
"IMPC_GEP_007_001","Other"
"IMPC_GEP_008_001","Other"
"IMPC_GEP_009_001","Other"
"IMPC_GEP_010_001","Other"
"IMPC_GEP_013_001","Other"
"IMPC_GEP_014_001","Other"
"IMPC_GEP_015_001","Other"
"IMPC_GEP_016_001","Other"
"IMPC_GEP_017_001","Other"
"IMPC_GEP_020_001","Other"
"IMPC_GEP_021_001","Other"
"IMPC_GEP_022_001","Other"
"IMPC_GEP_023_001","Other"
"IMPC_GEP_024_001","Other"
"IMPC_GEP_025_001","Other"
"IMPC_GEP_026_001","Other"
"IMPC_GEP_027_001","Other"
"IMPC_GEP_028_001","Other"
"IMPC_GEP_032_001","Other"
"IMPC_GEP_033_001","Other"
"IMPC_GEP_034_001","Other"
"IMPC_GEP_036_001","Other"
"IMPC_GEP_037_001","Other"
"IMPC_GEP_038_001","Other"
"IMPC_GEP_040_001","Other"
"IMPC_GEP_041_001","Other"
"IMPC_GEP_042_001","Other"
"IMPC_GEP_043_001","Other"
"IMPC_GEP_044_001","Other"
"IMPC_GEP_045_001","Other"
"IMPC_GEP_046_001","Other"
"IMPC_GEP_050_001","Other"
"IMPC_GEP_051_001","Other"
"IMPC_GEP_052_001","Other"
"IMPC_GEP_053_001","Other"
"IMPC_GEP_054_001","Other"
"IMPC_GEP_056_001","Other"
"IMPC_GEP_057_001","Other"
"IMPC_GEP_058_001","Other"
"IMPC_GEP_062_001","Other"
"IMPC_GEP_063_001","Other"
"IMPC_GEP_064_001","Other"
"IMPC_GEP_065_001","Other"
"IMPC_GEP_066_001","Other"
"IMPC_GEP_067_001","Other"
"IMPC_GEP_068_001","Other"
"IMPC_GEP_069_001","Other"
"IMPC_GEP_070_001","Other"
"IMPC_GEP_071_001","Other"
"IMPC_GEP_072_001","Other"
"IMPC_GEP_073_001","Other"
"IMPC_GEP_074_001","Other"
"IMPC_GEP_004_002","Other"
"IMPC_GEP_005_002","Other"
"IMPC_GEP_011_002","Other"
"IMPC_GEP_012_002","Other"
"IMPC_GEP_018_002","Other"
"IMPC_GEP_019_002","Other"
"IMPC_GEP_029_002","Other"
"IMPC_GEP_030_002","Other"
"IMPC_GEP_031_002","Other"
"IMPC_GEP_035_002","Other"
"IMPC_GEP_039_002","Other"
"IMPC_GEP_047_002","Other"
"IMPC_GEP_048_002","Other"
"IMPC_GEP_049_002","Other"
"IMPC_GEP_055_002","Other"
"IMPC_GEP_059_002","Other"
"IMPC_GEP_060_002","Other"
"IMPC_GEP_061_002","Other"
"IMPC_GEP_075_001","Other"
"IMPC_EMA_001_001","Other"
"IMPC_EMA_002_001","Other"
"IMPC_EMA_003_001","Other"
"IMPC_EMA_004_001","Other"
"IMPC_EMA_005_001","Other"
"IMPC_EMA_006_001","Other"
"IMPC_EMA_007_001","Other"
"IMPC_EMA_008_001","Other"
"IMPC_EMA_009_001","Other"
"IMPC_EMA_010_001","Other"
"IMPC_EMA_011_001","Other"
"IMPC_EMA_012_001","Other"
"IMPC_EMA_013_001","Other"
"IMPC_EMA_014_001","Other"
"IMPC_EMA_015_001","Other"
"IMPC_EMA_016_001","Other"
"IMPC_EMA_017_001","Other"
"IMPC_EMA_018_001","Other"
"IMPC_EMA_019_001","Other"
"IMPC_EMA_020_001","Other"
"IMPC_EMA_021_001","Other"
"IMPC_EMA_022_001","Other"
"IMPC_EMA_023_001","Other"
"IMPC_EMA_024_001","Other"
"IMPC_EMA_025_001","Other"
"IMPC_EMA_026_001","Other"
"IMPC_EMA_027_001","Other"
"IMPC_EMA_028_001","Other"
"IMPC_EMA_029_001","Other"
"IMPC_EMA_030_001","Other"
"IMPC_EMA_031_001","Other"
"IMPC_EMA_032_001","Other"
"IMPC_EMA_033_001","Other"
"IMPC_EMA_034_001","Other"
"IMPC_EMA_035_001","Other"
"IMPC_EMA_036_001","Other"
"IMPC_EMA_037_001","Other"
"IMPC_EMA_038_001","Other"
"IMPC_EMA_039_001","Other"
"IMPC_EMA_040_001","Other"
"IMPC_EMA_041_001","Other"
"IMPC_EMA_042_001","Other"
"IMPC_EMA_043_001","Other"
"IMPC_EMA_044_001","Other"
"IMPC_EMA_045_001","Other"
"IMPC_EMA_046_001","Other"
"IMPC_EMA_047_001","Other"
"IMPC_EMA_048_001","Other"
"IMPC_EMA_049_001","Other"
"IMPC_EMA_050_001","Other"
"IMPC_EMA_051_001","Other"
"IMPC_EMA_052_001","Other"
"IMPC_EMA_053_001","Other"
"IMPC_EMA_054_001","Other"
"IMPC_EMA_055_001","Other"
"IMPC_EMA_056_001","Other"
"IMPC_EMA_057_001","Other"
"IMPC_EMA_058_001","Other"
"IMPC_EMA_059_001","Other"
"IMPC_EMA_060_001","Other"
"IMPC_EMA_061_001","Other"
"IMPC_EMA_062_001","Other"
"IMPC_EMA_063_001","Other"
"IMPC_EMA_064_001","Other"
"IMPC_EMA_065_001","Other"
"IMPC_EMA_066_001","Other"
"IMPC_EMA_067_001","Other"
"IMPC_EMA_068_001","Other"
"IMPC_EMA_069_001","Other"
"IMPC_EMA_070_001","Other"
"IMPC_EMA_071_001","Other"
"IMPC_EMA_072_001","Other"
"IMPC_EMA_073_001","Other"
"IMPC_EMA_074_001","Other"
"IMPC_EMA_075_001","Other"
"IMPC_EMA_076_001","Other"
"IMPC_EMA_077_001","Other"
"IMPC_EMA_078_001","Other"
"IMPC_EMA_079_001","Other"
"IMPC_EMA_080_001","Other"
"IMPC_EMA_081_001","Other"
"IMPC_EMA_082_001","Other"
"IMPC_EMA_083_001","Other"
"IMPC_EMA_084_001","Other"
"IMPC_EMA_085_001","Other"
"IMPC_EMA_086_001","Other"
"IMPC_EMA_087_001","Other"
"IMPC_EMA_088_001","Other"
"IMPC_EMA_089_001","Other"
"IMPC_EMA_090_001","Other"
"IMPC_EMA_091_001","Other"
"IMPC_EMA_092_001","Other"
"IMPC_EMA_093_001","Other"
"IMPC_EMA_094_001","Other"
"IMPC_EMA_095_001","Other"
"IMPC_EMA_096_001","Other"
"IMPC_EMA_097_001","Other"
"IMPC_EMA_098_001","Other"
"IMPC_EMA_099_001","Other"
"IMPC_EMA_100_001","Other"
"IMPC_EMA_101_001","Other"
"IMPC_EMA_102_001","Other"
"IMPC_EMA_103_001","Other"
"IMPC_EMA_104_001","Other"
"IMPC_EMA_105_001","Other"
"IMPC_EMA_106_001","Other"
"IMPC_EMA_107_001","Other"
"IMPC_EMA_108_001","Other"
"IMPC_EMA_109_001","Other"
"IMPC_EMA_110_001","Other"
"IMPC_EMA_111_001","Other"
"IMPC_EMA_112_001","Other"
"IMPC_EMA_113_001","Other"
"IMPC_EMA_114_001","Other"
"IMPC_EMA_115_001","Other"
"IMPC_EMA_116_001","Other"
"IMPC_EMA_117_001","Other"
"IMPC_EMA_118_001","Other"
"IMPC_EMA_119_001","Other"
"IMPC_EMA_120_001","Other"
"IMPC_EMA_121_001","Other"
"IMPC_EMA_122_001","Other"
"IMPC_EMA_123_001","Other"
"IMPC_EMA_124_001","Other"
"IMPC_EMA_125_001","Other"
"IMPC_EMA_126_001","Other"
"IMPC_EMA_127_001","Other"
"IMPC_EMA_128_001","Other"
"IMPC_EMA_129_001","Other"
"IMPC_EMA_130_001","Other"
"IMPC_EMA_131_001","Other"
"IMPC_EMA_132_001","Other"
"IMPC_EMA_133_001","Other"
"IMPC_EMA_134_001","Other"
"IMPC_EMA_135_001","Other"
"IMPC_EMA_136_001","Other"
"IMPC_EMA_137_001","Other"
"IMPC_EMA_138_001","Other"
"IMPC_EMA_139_001","Other"
"IMPC_EMA_140_001","Other"
"IMPC_EMA_141_001","Other"
"IMPC_EMA_142_001","Other"
"IMPC_EMA_143_001","Other"
"IMPC_EMA_144_001","Other"
"IMPC_EMA_145_001","Other"
"IMPC_EMA_146_001","Other"
"IMPC_EMA_147_001","Other"
"IMPC_EMA_148_001","Other"
"IMPC_EMA_149_001","Other"
"IMPC_EMA_150_001","Other"
"IMPC_ACS_001_001","Other"
"IMPC_ACS_002_001","Other"
"IMPC_ACS_003_001","Other"
"IMPC_ACS_004_001","Other"
"IMPC_ACS_005_001","Other"
"IMPC_ACS_006_001","Other"
"IMPC_ACS_007_001","Other"
"IMPC_ACS_008_001","Other"
"IMPC_ACS_009_001","Other"
"IMPC_ACS_010_001","Other"
"IMPC_ACS_011_001","Other"
"IMPC_ACS_012_001","Other"
"IMPC_ACS_014_001","Other"
"IMPC_ACS_015_001","Other"
"IMPC_ACS_016_001","Other"
"IMPC_ACS_017_001","Other"
"IMPC_ACS_018_001","Other"
"IMPC_ACS_019_001","Other"
"IMPC_ACS_020_001","Other"
"IMPC_ACS_021_001","Other"
"IMPC_ACS_022_001","Other"
"IMPC_ACS_023_001","Other"
"IMPC_ACS_024_001","Other"
"IMPC_ACS_025_001","Other"
"IMPC_ACS_026_001","Other"
"IMPC_ACS_027_001","Other"
"IMPC_ACS_028_001","Other"
"IMPC_ACS_029_001","Other"
"IMPC_ACS_030_001","Other"
"IMPC_ACS_031_001","Other"
"IMPC_ACS_032_001","Other"
"IMPC_ACS_033_001","Other"
"IMPC_ACS_034_001","Other"
"IMPC_ACS_035_001","Other"
"IMPC_ACS_036_001","Other"
"IMPC_ACS_037_001","Other"
"IMPC_ACS_038_001","Other"
"IMPC_ACS_013_001","Other"
"IMPC_ACS_039_001","Other"
"IMPC_ECG_001_001","Cardiovascular"
"IMPC_ECG_002_001","Cardiovascular"
"IMPC_ECG_003_001","Cardiovascular"
"IMPC_ECG_004_001","Cardiovascular"
"IMPC_ECG_005_001","Cardiovascular"
"IMPC_ECG_006_001","Cardiovascular"
"IMPC_ECG_007_001","Cardiovascular"
"IMPC_ECG_008_001","Cardiovascular"
"IMPC_ECG_010_001","Cardiovascular"
"IMPC_ECG_012_001","Cardiovascular"
"IMPC_ECG_013_001","Cardiovascular"
"IMPC_ECG_014_001","Cardiovascular"
"IMPC_ECG_015_001","Cardiovascular"
"IMPC_ECG_016_001","Cardiovascular"
"IMPC_ECG_017_001","Cardiovascular"
"IMPC_ECG_018_001","Cardiovascular"
"IMPC_ECG_019_001","Cardiovascular"
"IMPC_ECG_020_001","Cardiovascular"
"IMPC_ECG_021_001","Cardiovascular"
"IMPC_ECG_022_001","Cardiovascular"
"IMPC_ECG_023_001","Cardiovascular"
"IMPC_ECG_009_002","Cardiovascular"
"IMPC_ECG_024_001","Cardiovascular"
"IMPC_ECG_025_001","Cardiovascular"
"IMPC_ECG_026_001","Cardiovascular"
"IMPC_ECG_027_001","Cardiovascular"
"IMPC_ECG_028_001","Cardiovascular"
"IMPC_ECG_029_001","Cardiovascular"
"IMPC_ECG_030_001","Cardiovascular"
"IMPC_ECG_031_001","Cardiovascular"
"IMPC_PAT_001_002","Other"
"IMPC_PAT_002_002","Other"
"IMPC_PAT_003_002","Other"
"IMPC_PAT_004_002","Other"
"IMPC_PAT_005_002","Other"
"IMPC_PAT_006_002","Other"
"IMPC_PAT_007_002","Other"
"IMPC_PAT_008_002","Other"
"IMPC_PAT_009_002","Other"
"IMPC_PAT_010_002","Other"
"IMPC_PAT_011_002","Other"
"IMPC_PAT_012_002","Other"
"IMPC_PAT_013_002","Other"
"IMPC_PAT_014_002","Other"
"IMPC_PAT_015_002","Other"
"IMPC_PAT_016_002","Other"
"IMPC_PAT_017_002","Other"
"IMPC_PAT_018_002","Other"
"IMPC_PAT_019_002","Other"
"IMPC_PAT_020_002","Other"
"IMPC_PAT_021_002","Other"
"IMPC_PAT_022_002","Other"
"IMPC_PAT_023_002","Other"
"IMPC_PAT_024_002","Other"
"IMPC_PAT_025_002","Other"
"IMPC_PAT_026_002","Other"
"IMPC_PAT_027_002","Other"
"IMPC_PAT_028_002","Other"
"IMPC_PAT_029_002","Other"
"IMPC_PAT_049_002","Other"
"IMPC_PAT_057_002","Other"
"IMPC_PAT_032_002","Other"
"IMPC_PAT_052_002","Other"
"IMPC_PAT_054_002","Other"
"IMPC_PAT_055_002","Other"
"IMPC_PAT_056_002","Other"
"IMPC_PAT_058_002","Other"
"IMPC_PAT_059_002","Other"
"IMPC_PAT_060_002","Other"
"IMPC_PAT_061_002","Other"
"IMPC_PAT_030_002","Other"
"IMPC_PAT_031_002","Other"
"IMPC_PAT_033_001","Other"
"IMPC_PAT_034_001","Other"
"IMPC_PAT_035_001","Other"
"IMPC_PAT_036_001","Other"
"IMPC_PAT_062_001","Other"
"IMPC_PAT_063_001","Other"
"IMPC_PAT_064_001","Other"
"IMPC_PAT_065_001","Other"
"IMPC_PAT_066_001","Other"
"IMPC_PAT_067_001","Other"
"IMPC_PAT_068_001","Other"
"IMPC_PAT_069_001","Other"
"IMPC_PAT_070_001","Other"
"IMPC_PAT_071_001","Other"
"IMPC_PAT_072_001","Other"
"IMPC_PAT_073_001","Other"
"IMPC_PAT_074_001","Other"
"IMPC_PAT_075_001","Other"
"IMPC_PAT_076_001","Other"
"IMPC_ECG_009_001","Cardiovascular"
"IMPC_ECG_011_001","Cardiovascular"
"IMPC_MAA_001_001","Other"
"IMPC_MAA_002_001","Other"
"IMPC_MAA_003_001","Other"
"IMPC_MAA_004_001","Other"
"IMPC_MAA_005_001","Other"
"IMPC_MAA_006_001","Other"
"IMPC_MAA_007_001","Other"
"IMPC_MAA_008_001","Other"
"IMPC_MAA_009_001","Other"
"IMPC_GEM_007_001","Morphology"
"IMPC_GEM_017_001","Morphology"
"IMPC_GEM_019_001","Morphology"
"IMPC_GEM_021_001","Morphology"
"IMPC_GEM_024_001","Morphology"
"IMPC_GEM_027_001","Morphology"
"IMPC_GEM_028_001","Morphology"
"IMPC_GEM_029_001","Morphology"
"IMPC_GEM_032_001","Morphology"
"IMPC_GEM_036_001","Morphology"
"IMPC_GEM_041_001","Morphology"
"IMPC_GEM_047_001","Morphology"
"IMPC_GEM_048_001","Morphology"
"IMPC_GEM_049_001","Morphology"
"IMPC_GEM_050_001","Morphology"
"IMPC_GEM_051_001","Morphology"
"IMPC_GEM_052_001","Morphology"
"IMPC_GEM_053_001","Morphology"
"IMPC_GEM_054_001","Morphology"
"IMPC_GEM_055_001","Morphology"
"IMPC_GEM_056_001","Morphology"
"IMPC_GEM_057_001","Morphology"
"IMPC_GEM_058_001","Morphology"
"IMPC_GEM_059_001","Morphology"
"IMPC_GEM_016_002","Morphology"
"IMPC_GEM_025_002","Morphology"
"IMPC_GEM_026_002","Morphology"
"IMPC_GEM_033_002","Morphology"
"IMPC_GEM_043_002","Morphology"
"IMPC_GEM_044_002","Morphology"
"IMPC_GEM_060_001","Morphology"
"IMPC_GEM_061_001","Morphology"
"IMPC_GEM_062_001","Morphology"
"IMPC_GEM_063_001","Morphology"
"IMPC_GEM_064_001","Morphology"
"IMPC_GEM_065_001","Morphology"
"IMPC_GEM_066_001","Morphology"
"IMPC_GEM_067_001","Morphology"
"IMPC_GEM_068_001","Morphology"
"IMPC_GEM_069_001","Morphology"
"IMPC_GEM_070_001","Morphology"
"IMPC_GEM_071_001","Morphology"
"IMPC_GEM_072_001","Morphology"
"IMPC_GEM_073_001","Morphology"
"IMPC_GEM_074_001","Morphology"
"IMPC_GEM_075_001","Morphology"
"IMPC_GEM_076_001","Morphology"
"IMPC_GEM_077_001","Morphology"
"IMPC_GEM_078_001","Morphology"
"IMPC_GEM_079_001","Morphology"
"IMPC_CAL_001_001","Other"
"IMPC_CAL_002_001","Other"
"IMPC_CAL_003_001","Other"
"IMPC_CAL_004_001","Other"
"IMPC_CAL_005_001","Other"
"IMPC_CAL_006_001","Other"
"IMPC_CAL_007_001","Other"
"IMPC_CAL_008_001","Other"
"IMPC_CAL_009_001","Other"
"IMPC_CAL_010_001","Other"
"IMPC_CAL_011_001","Other"
"IMPC_CAL_012_001","Other"
"IMPC_CAL_013_001","Other"
"IMPC_CAL_014_001","Other"
"IMPC_CAL_015_001","Other"
"IMPC_CAL_016_001","Other"
"IMPC_CAL_017_001","Other"
"IMPC_CAL_018_001","Other"
"IMPC_CAL_019_001","Other"
"IMPC_CAL_020_001","Other"
"IMPC_CAL_021_001","Other"
"IMPC_CAL_022_001","Other"
"IMPC_ECH_001_001","Cardiovascular"
"IMPC_ECH_002_001","Cardiovascular"
"IMPC_ECH_003_001","Cardiovascular"
"IMPC_ECH_004_001","Cardiovascular"
"IMPC_ECH_005_001","Cardiovascular"
"IMPC_ECH_006_001","Cardiovascular"
"IMPC_ECH_007_001","Cardiovascular"
"IMPC_ECH_008_001","Cardiovascular"
"IMPC_ECH_009_001","Cardiovascular"
"IMPC_ECH_010_001","Cardiovascular"
"IMPC_ECH_011_001","Cardiovascular"
"IMPC_ECH_012_001","Cardiovascular"
"IMPC_ECH_013_001","Cardiovascular"
"IMPC_ECH_014_001","Cardiovascular"
"IMPC_ECH_015_001","Cardiovascular"
"IMPC_ECH_016_001","Cardiovascular"
"IMPC_ECH_017_001","Cardiovascular"
"IMPC_ECH_018_001","Cardiovascular"
"IMPC_ECH_019_001","Cardiovascular"
"IMPC_ECH_020_001","Cardiovascular"
"IMPC_ECH_021_001","Cardiovascular"
"IMPC_ECH_022_001","Cardiovascular"
"IMPC_ECH_023_001","Cardiovascular"
"IMPC_ECH_024_001","Cardiovascular"
"IMPC_ECH_025_001","Cardiovascular"
"IMPC_CBC_001_001","Haematology"
"IMPC_CBC_002_001","Haematology"
"IMPC_CBC_003_001","Haematology"
"IMPC_CBC_004_001","Haematology"
"IMPC_CBC_005_001","Haematology"
"IMPC_CBC_006_001","Haematology"
"IMPC_CBC_007_001","Haematology"
"IMPC_CBC_008_001","Haematology"
"IMPC_CBC_009_001","Haematology"
"IMPC_CBC_010_001","Haematology"
"IMPC_CBC_011_001","Haematology"
"IMPC_CBC_012_001","Haematology"
"IMPC_CBC_013_001","Haematology"
"IMPC_CBC_014_001","Haematology"
"IMPC_CBC_015_001","Haematology"
"IMPC_CBC_016_001","Haematology"
"IMPC_CBC_017_001","Haematology"
"IMPC_CBC_018_001","Haematology"
"IMPC_CBC_019_001","Haematology"
"IMPC_CBC_020_001","Haematology"
"IMPC_CBC_021_001","Haematology"
"IMPC_CBC_022_001","Haematology"
"IMPC_CBC_023_001","Haematology"
"IMPC_CBC_024_001","Haematology"
"IMPC_CBC_025_001","Haematology"
"IMPC_CBC_026_001","Haematology"
"IMPC_CBC_027_001","Haematology"
